query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank0056_ca6_proteinbinders_4746_A,AF-B1KIF6-F1-model_v6,0.137,293,0.91,0.584,1.324e-05,161,B1KIF6
rank0056_ca6_proteinbinders_4746_A,AF-Q1GWC1-F1-model_v6,0.117,265,0.823,0.48,2.584e-05,161,Q1GWC1
rank0056_ca6_proteinbinders_4746_A,AF-Q934G6-F1-model_v6,0.105,295,0.916,0.607,1.763e-05,160,Q934G6
rank0056_ca6_proteinbinders_4746_A,AF-Q8N3Y1-2-F1-model_v6,0.105,360,0.984,0.677,4.009e-06,160,Q8N3Y1-2
rank0056_ca6_proteinbinders_4746_A,AF-Q66D69-F1-model_v6,0.109,326,0.947,0.976,5.091e-06,159,Q66D69
rank0056_ca6_proteinbinders_4746_A,AF-Q9FFV4-F1-model_v6,0.124,294,0.913,0.77,1.456e-05,159,Q9FFV4
rank0056_ca6_proteinbinders_4746_A,AF-Q9FHK8-F1-model_v6,0.142,295,0.916,0.679,4.627e-06,159,Q9FHK8
rank0056_ca6_proteinbinders_4746_A,AF-Q324H2-F1-model_v6,0.125,256,0.795,0.591,5.602e-06,159,Q324H2
rank0056_ca6_proteinbinders_4746_A,AF-Q8D2E2-F1-model_v6,0.091,264,0.82,0.499,3.972e-05,159,Q8D2E2
rank0056_ca6_proteinbinders_4746_A,AF-Q3APB5-F1-model_v6,0.128,264,0.82,0.495,3.128e-05,159,Q3APB5
rank0056_ca6_proteinbinders_4746_A,AF-Q6P773-F1-model_v6,0.084,364,0.969,0.432,2.054e-06,159,Q6P773
rank0056_ca6_proteinbinders_4746_A,AF-Q10426-F1-model_v6,0.1,289,0.898,0.249,1.324e-05,159,Q10426
rank0056_ca6_proteinbinders_4746_A,AF-Q0UPL5-F1-model_v6,0.086,316,0.981,0.271,2.349e-05,159,Q0UPL5
rank0056_ca6_proteinbinders_4746_A,AF-B5YRE4-F1-model_v6,0.125,256,0.795,0.591,6.163e-06,158,B5YRE4
rank0056_ca6_proteinbinders_4746_A,AF-B1JG47-F1-model_v6,0.121,295,0.916,0.605,2.463e-05,158,B1JG47
rank0056_ca6_proteinbinders_4746_A,AF-Q5QYU0-F1-model_v6,0.125,272,0.845,0.541,1.203e-05,158,Q5QYU0
rank0056_ca6_proteinbinders_4746_A,AF-O43684-2-F1-model_v6,0.114,322,1.0,0.966,4.627e-06,157,O43684-2
rank0056_ca6_proteinbinders_4746_A,AF-Q5RB58-F1-model_v6,0.116,322,1.0,0.96,4.009e-06,157,Q5RB58
rank0056_ca6_proteinbinders_4746_A,AF-Q84RE1-F1-model_v6,0.129,283,0.879,0.671,5.044e-05,157,Q84RE1
rank0056_ca6_proteinbinders_4746_A,AF-O65663-F1-model_v6,0.128,274,0.851,0.669,2.054e-06,157,O65663
rank0056_ca6_proteinbinders_4746_A,AF-Q9WVA3-F1-model_v6,0.116,322,1.0,0.966,4.009e-06,156,Q9WVA3
rank0056_ca6_proteinbinders_4746_A,AF-Q4R6D2-F1-model_v6,0.115,323,0.963,0.878,1.617e-06,156,Q4R6D2
rank0056_ca6_proteinbinders_4746_A,AF-Q2SCL8-F1-model_v6,0.119,293,0.91,0.602,3.61e-05,156,Q2SCL8
rank0056_ca6_proteinbinders_4746_A,AF-A4TNS8-F1-model_v6,0.126,256,0.795,0.591,9.032e-06,156,A4TNS8
rank0056_ca6_proteinbinders_4746_A,AF-Q63RA8-F1-model_v6,0.124,264,0.82,0.506,2.982e-05,156,Q63RA8
rank0056_ca6_proteinbinders_4746_A,AF-B2SET5-F1-model_v6,0.111,279,0.866,0.614,1.147e-05,156,B2SET5
rank0056_ca6_proteinbinders_4746_A,AF-B0TPX8-F1-model_v6,0.128,272,0.845,0.552,2.135e-05,156,B0TPX8
rank0056_ca6_proteinbinders_4746_A,AF-P14543-2-F1-model_v6,0.105,317,0.984,0.241,2.035e-05,156,P14543-2
rank0056_ca6_proteinbinders_4746_A,AF-P14543-F1-model_v6,0.1,313,0.972,0.212,1.603e-05,156,P14543
rank0056_ca6_proteinbinders_4746_A,AF-A5CWT2-F1-model_v6,0.094,293,0.91,0.613,7.461e-06,155,A5CWT2
rank0056_ca6_proteinbinders_4746_A,AF-Q93VB2-F1-model_v6,0.141,297,0.922,0.6,1.681e-05,155,Q93VB2
rank0056_ca6_proteinbinders_4746_A,AF-Q478F2-F1-model_v6,0.097,263,0.817,0.502,7.048e-05,155,Q478F2
rank0056_ca6_proteinbinders_4746_A,AF-B2K8G1-F1-model_v6,0.126,256,0.795,0.591,1.093e-05,155,B2K8G1
rank0056_ca6_proteinbinders_4746_A,AF-A9AFQ0-F1-model_v6,0.136,264,0.82,0.508,3.281e-05,155,A9AFQ0
rank0056_ca6_proteinbinders_4746_A,AF-Q2LRP7-F1-model_v6,0.131,262,0.814,0.473,4.167e-05,155,Q2LRP7
rank0056_ca6_proteinbinders_4746_A,AF-Q09392-F1-model_v6,0.093,386,0.984,0.708,7.826e-06,155,Q09392
rank0056_ca6_proteinbinders_4746_A,AF-C6DCE7-F1-model_v6,0.121,256,0.795,0.591,7.826e-06,154,C6DCE7
rank0056_ca6_proteinbinders_4746_A,AF-A1JRK8-F1-model_v6,0.126,256,0.795,0.591,1.203e-05,154,A1JRK8
rank0056_ca6_proteinbinders_4746_A,AF-B2STJ5-F1-model_v6,0.154,293,0.91,0.595,9.938e-06,154,B2STJ5
rank0056_ca6_proteinbinders_4746_A,AF-A0KP93-F1-model_v6,0.112,272,0.845,0.551,2.349e-05,154,A0KP93
rank0056_ca6_proteinbinders_4746_A,AF-Q21HP0-F1-model_v6,0.122,272,0.845,0.551,2.982e-05,154,Q21HP0
rank0056_ca6_proteinbinders_4746_A,AF-P50082-F1-model_v6,0.099,343,0.984,0.578,1.94e-05,154,P50082
rank0056_ca6_proteinbinders_4746_A,AF-Q1JQB2-F1-model_v6,0.111,322,1.0,0.966,7.113e-06,153,Q1JQB2
rank0056_ca6_proteinbinders_4746_A,AF-P0A855-F1-model_v6,0.125,255,0.792,0.588,1.093e-05,153,P0A855
rank0056_ca6_proteinbinders_4746_A,AF-Q7N6T6-F1-model_v6,0.122,257,0.798,0.593,1.324e-05,153,Q7N6T6
rank0056_ca6_proteinbinders_4746_A,AF-Q66D90-F1-model_v6,0.126,256,0.795,0.591,1.389e-05,153,Q66D90
rank0056_ca6_proteinbinders_4746_A,AF-Q3JER8-F1-model_v6,0.15,293,0.91,0.599,1.763e-05,153,Q3JER8
rank0056_ca6_proteinbinders_4746_A,AF-Q1LJX8-F1-model_v6,0.092,294,0.913,0.565,1.262e-05,153,Q1LJX8
rank0056_ca6_proteinbinders_4746_A,AF-Q05040-F1-model_v6,0.081,339,0.947,0.648,1.286e-07,153,Q05040
rank0056_ca6_proteinbinders_4746_A,AF-Q5WWJ9-F1-model_v6,0.14,289,0.898,0.578,6.719e-05,152,Q5WWJ9
rank0056_ca6_proteinbinders_4746_A,AF-A9R2G2-F1-model_v6,0.126,256,0.795,0.591,1.456e-05,152,A9R2G2
rank0056_ca6_proteinbinders_4746_A,AF-Q0VRJ2-F1-model_v6,0.137,293,0.91,0.597,2.843e-05,152,Q0VRJ2
rank0056_ca6_proteinbinders_4746_A,AF-Q9LJN8-F1-model_v6,0.103,311,0.966,0.915,4.411e-06,151,Q9LJN8
rank0056_ca6_proteinbinders_4746_A,AF-O81414-F1-model_v6,0.125,294,0.913,0.817,1.681e-05,151,O81414
rank0056_ca6_proteinbinders_4746_A,AF-Q6D7F2-F1-model_v6,0.124,256,0.795,0.591,9.475e-06,151,Q6D7F2
rank0056_ca6_proteinbinders_4746_A,AF-Q145B2-F1-model_v6,0.126,265,0.823,0.509,8.134e-05,151,Q145B2
rank0056_ca6_proteinbinders_4746_A,AF-Q3K7W5-F1-model_v6,0.1,258,0.795,0.596,7.826e-06,151,Q3K7W5
rank0056_ca6_proteinbinders_4746_A,AF-A4SJ35-F1-model_v6,0.112,272,0.845,0.551,2.71e-05,151,A4SJ35
rank0056_ca6_proteinbinders_4746_A,AF-F4I241-F1-model_v6,0.114,319,0.991,0.99,1.042e-05,150,F4I241
rank0056_ca6_proteinbinders_4746_A,AF-Q5P4Z6-F1-model_v6,0.093,295,0.916,0.603,3.972e-05,150,Q5P4Z6
rank0056_ca6_proteinbinders_4746_A,AF-A4W889-F1-model_v6,0.114,256,0.795,0.591,1.389e-05,150,A4W889
rank0056_ca6_proteinbinders_4746_A,AF-Q3BQG0-F1-model_v6,0.155,293,0.91,0.595,1.528e-05,150,Q3BQG0
rank0056_ca6_proteinbinders_4746_A,AF-Q2P570-F1-model_v6,0.154,293,0.91,0.595,1.603e-05,150,Q2P570
rank0056_ca6_proteinbinders_4746_A,AF-B0U2E8-F1-model_v6,0.134,293,0.91,0.595,1.94e-05,150,B0U2E8
rank0056_ca6_proteinbinders_4746_A,AF-A4Y5U9-F1-model_v6,0.128,265,0.823,0.491,7.048e-05,150,A4Y5U9
rank0056_ca6_proteinbinders_4746_A,AF-Q15572-2-F1-model_v6,0.085,364,0.953,0.47,3.644e-06,150,Q15572-2
rank0056_ca6_proteinbinders_4746_A,AF-Q8GXF6-F1-model_v6,0.12,276,0.857,0.668,1.262e-05,149,Q8GXF6
rank0056_ca6_proteinbinders_4746_A,AF-Q9EQ15-F1-model_v6,0.114,312,0.969,0.948,9.475e-06,148,Q9EQ15
rank0056_ca6_proteinbinders_4746_A,AF-Q7ZWF0-F1-model_v6,0.101,326,0.981,0.886,2.486e-06,148,Q7ZWF0
rank0056_ca6_proteinbinders_4746_A,AF-A5DNM7-F1-model_v6,0.099,368,0.919,0.876,2.463e-05,148,A5DNM7
rank0056_ca6_proteinbinders_4746_A,AF-Q8Z8C0-F1-model_v6,0.112,253,0.786,0.584,1.603e-05,148,Q8Z8C0
rank0056_ca6_proteinbinders_4746_A,AF-B7LAE7-F1-model_v6,0.125,255,0.792,0.588,1.94e-05,148,B7LAE7
rank0056_ca6_proteinbinders_4746_A,AF-B7LKL8-F1-model_v6,0.115,255,0.792,0.588,1.528e-05,148,B7LKL8
rank0056_ca6_proteinbinders_4746_A,AF-B7N9Y9-F1-model_v6,0.125,255,0.792,0.588,1.94e-05,148,B7N9Y9
rank0056_ca6_proteinbinders_4746_A,AF-Q9PC84-F1-model_v6,0.132,293,0.91,0.595,2.843e-05,148,Q9PC84
rank0056_ca6_proteinbinders_4746_A,AF-B8EAK3-F1-model_v6,0.118,265,0.823,0.491,8.134e-05,148,B8EAK3
rank0056_ca6_proteinbinders_4746_A,AF-Q474K8-F1-model_v6,0.092,294,0.913,0.562,2.71e-05,148,Q474K8
rank0056_ca6_proteinbinders_4746_A,AF-P0DL28-F1-model_v6,0.097,297,0.922,0.49,1.958e-06,148,P0DL28
rank0056_ca6_proteinbinders_4746_A,AF-O86271-F1-model_v6,0.134,293,0.839,0.859,6.781e-06,147,O86271
rank0056_ca6_proteinbinders_4746_A,AF-B7MFZ3-F1-model_v6,0.125,255,0.792,0.588,2.135e-05,147,B7MFZ3
rank0056_ca6_proteinbinders_4746_A,AF-B7NMV9-F1-model_v6,0.125,255,0.792,0.588,2.135e-05,147,B7NMV9
rank0056_ca6_proteinbinders_4746_A,AF-B5R699-F1-model_v6,0.111,256,0.795,0.591,1.94e-05,147,B5R699
rank0056_ca6_proteinbinders_4746_A,AF-B7ULM0-F1-model_v6,0.125,255,0.792,0.588,2.239e-05,147,B7ULM0
rank0056_ca6_proteinbinders_4746_A,AF-P0A857-F1-model_v6,0.125,255,0.792,0.588,2.135e-05,147,P0A857
rank0056_ca6_proteinbinders_4746_A,AF-B7M6B0-F1-model_v6,0.125,255,0.792,0.588,2.135e-05,147,B7M6B0
rank0056_ca6_proteinbinders_4746_A,AF-P0A856-F1-model_v6,0.122,255,0.792,0.588,2.135e-05,147,P0A856
rank0056_ca6_proteinbinders_4746_A,AF-Q3Z464-F1-model_v6,0.125,255,0.792,0.588,2.239e-05,147,Q3Z464
rank0056_ca6_proteinbinders_4746_A,AF-B2TUC6-F1-model_v6,0.125,255,0.792,0.588,2.135e-05,147,B2TUC6
rank0056_ca6_proteinbinders_4746_A,AF-B8GUI9-F1-model_v6,0.112,293,0.91,0.598,4.371e-05,147,B8GUI9
rank0056_ca6_proteinbinders_4746_A,AF-Q8PHV7-F1-model_v6,0.138,293,0.91,0.595,3.61e-05,147,Q8PHV7
rank0056_ca6_proteinbinders_4746_A,AF-A3QD46-F1-model_v6,0.119,293,0.91,0.585,5.291e-05,147,A3QD46
rank0056_ca6_proteinbinders_4746_A,AF-A3D3E2-F1-model_v6,0.112,272,0.845,0.55,5.822e-05,147,A3D3E2
rank0056_ca6_proteinbinders_4746_A,AF-B7VMJ2-F1-model_v6,0.106,345,0.91,0.767,1.542e-06,147,B7VMJ2
rank0056_ca6_proteinbinders_4746_A,AF-Q5FVA9-F1-model_v6,0.108,326,0.981,0.886,3.474e-06,146,Q5FVA9
rank0056_ca6_proteinbinders_4746_A,AF-B1IXY9-F1-model_v6,0.125,255,0.792,0.588,2.463e-05,146,B1IXY9
rank0056_ca6_proteinbinders_4746_A,AF-C4ZWL5-F1-model_v6,0.125,255,0.792,0.588,2.463e-05,146,C4ZWL5
rank0056_ca6_proteinbinders_4746_A,AF-B5QX24-F1-model_v6,0.116,253,0.786,0.584,2.349e-05,146,B5QX24
rank0056_ca6_proteinbinders_4746_A,AF-Q8ZQT5-F1-model_v6,0.114,256,0.795,0.591,2.349e-05,146,Q8ZQT5
rank0056_ca6_proteinbinders_4746_A,AF-Q0T6X7-F1-model_v6,0.125,255,0.792,0.588,2.463e-05,146,Q0T6X7
rank0056_ca6_proteinbinders_4746_A,AF-Q0TJV4-F1-model_v6,0.125,255,0.792,0.588,2.463e-05,146,Q0TJV4
rank0056_ca6_proteinbinders_4746_A,AF-Q1REI5-F1-model_v6,0.125,255,0.792,0.588,2.463e-05,146,Q1REI5
rank0056_ca6_proteinbinders_4746_A,AF-B1X6S1-F1-model_v6,0.125,255,0.792,0.588,2.463e-05,146,B1X6S1
rank0056_ca6_proteinbinders_4746_A,AF-P0A174-F1-model_v6,0.102,261,0.798,0.603,1.147e-05,146,P0A174
rank0056_ca6_proteinbinders_4746_A,AF-Q87Y40-F1-model_v6,0.093,258,0.795,0.596,1.203e-05,146,Q87Y40
rank0056_ca6_proteinbinders_4746_A,AF-Q2UKH7-F1-model_v6,0.126,309,0.904,0.627,1.262e-05,146,Q2UKH7
rank0056_ca6_proteinbinders_4746_A,AF-O94411-F1-model_v6,0.095,314,0.944,0.617,1.681e-05,146,O94411
rank0056_ca6_proteinbinders_4746_A,AF-P78406-F1-model_v6,0.106,327,0.984,0.889,8.611e-06,145,P78406
rank0056_ca6_proteinbinders_4746_A,AF-Q83MM7-F1-model_v6,0.125,255,0.792,0.588,2.584e-05,145,Q83MM7
rank0056_ca6_proteinbinders_4746_A,AF-A7ZJC2-F1-model_v6,0.122,255,0.792,0.588,2.463e-05,145,A7ZJC2
rank0056_ca6_proteinbinders_4746_A,AF-A0Q4U6-F1-model_v6,0.115,279,0.866,0.614,2.584e-05,145,A0Q4U6
rank0056_ca6_proteinbinders_4746_A,AF-Q5H299-F1-model_v6,0.154,293,0.91,0.595,2.584e-05,145,Q5H299
rank0056_ca6_proteinbinders_4746_A,AF-Q9VU68-F1-model_v6,0.101,395,0.876,0.65,1.867e-06,145,Q9VU68
rank0056_ca6_proteinbinders_4746_A,AF-A1K2H9-F1-model_v6,0.117,265,0.823,0.508,9.847e-05,144,A1K2H9
rank0056_ca6_proteinbinders_4746_A,AF-B7MPN1-F1-model_v6,0.125,255,0.792,0.588,3.128e-05,144,B7MPN1
rank0056_ca6_proteinbinders_4746_A,AF-A8GB93-F1-model_v6,0.114,256,0.795,0.591,2.584e-05,144,A8GB93
rank0056_ca6_proteinbinders_4746_A,AF-Q32II1-F1-model_v6,0.125,255,0.792,0.588,2.982e-05,144,Q32II1
rank0056_ca6_proteinbinders_4746_A,AF-Q65UN0-F1-model_v6,0.122,263,0.817,0.48,7.754e-05,144,Q65UN0
rank0056_ca6_proteinbinders_4746_A,AF-B8CLE4-F1-model_v6,0.129,293,0.91,0.584,8.532e-05,144,B8CLE4
rank0056_ca6_proteinbinders_4746_A,AF-Q15572-6-F1-model_v6,0.113,304,0.944,0.352,5.34e-06,144,Q15572-6
rank0056_ca6_proteinbinders_4746_A,AF-Q9CM71-F1-model_v6,0.109,256,0.795,0.576,3.972e-05,143,Q9CM71
rank0056_ca6_proteinbinders_4746_A,AF-B4IXJ2-F1-model_v6,0.103,272,0.845,0.436,8.532e-05,143,B4IXJ2
rank0056_ca6_proteinbinders_4746_A,AF-B3NBB6-F1-model_v6,0.086,256,0.795,0.359,8.532e-05,143,B3NBB6
rank0056_ca6_proteinbinders_4746_A,AF-B6Q4Z5-F1-model_v6,0.078,324,0.991,0.491,3.61e-05,143,B6Q4Z5
rank0056_ca6_proteinbinders_4746_A,AF-Q84WV9-F1-model_v6,0.117,320,0.994,0.719,3.61e-05,142,Q84WV9
rank0056_ca6_proteinbinders_4746_A,AF-Q5RF99-F1-model_v6,0.106,327,0.984,0.889,1.147e-05,142,Q5RF99
rank0056_ca6_proteinbinders_4746_A,AF-P0C2F9-F1-model_v6,0.137,274,0.851,0.663,2.239e-05,142,P0C2F9
rank0056_ca6_proteinbinders_4746_A,AF-B2T077-F1-model_v6,0.108,279,0.866,0.591,5.55e-05,142,B2T077
rank0056_ca6_proteinbinders_4746_A,AF-B2VBQ7-F1-model_v6,0.118,256,0.795,0.591,3.442e-05,142,B2VBQ7
rank0056_ca6_proteinbinders_4746_A,AF-B2JGA0-F1-model_v6,0.105,279,0.866,0.591,3.787e-05,142,B2JGA0
rank0056_ca6_proteinbinders_4746_A,AF-Q31H79-F1-model_v6,0.098,293,0.91,0.597,5.291e-05,142,Q31H79
rank0056_ca6_proteinbinders_4746_A,AF-Q1GYT1-F1-model_v6,0.107,293,0.91,0.589,4.371e-05,142,Q1GYT1
rank0056_ca6_proteinbinders_4746_A,AF-P0A173-F1-model_v6,0.098,261,0.798,0.603,1.324e-05,142,P0A173
rank0056_ca6_proteinbinders_4746_A,AF-Q1I6F4-F1-model_v6,0.099,258,0.795,0.596,1.528e-05,142,Q1I6F4
rank0056_ca6_proteinbinders_4746_A,AF-B0UVJ6-F1-model_v6,0.11,295,0.916,0.585,4.809e-05,142,B0UVJ6
rank0056_ca6_proteinbinders_4746_A,AF-B0RPZ2-F1-model_v6,0.133,293,0.91,0.595,7.754e-05,142,B0RPZ2
rank0056_ca6_proteinbinders_4746_A,AF-Q14HZ9-F1-model_v6,0.115,279,0.866,0.608,4.371e-05,142,Q14HZ9
rank0056_ca6_proteinbinders_4746_A,AF-Q084K1-F1-model_v6,0.122,293,0.91,0.584,7.048e-05,142,Q084K1
rank0056_ca6_proteinbinders_4746_A,AF-Q9LU49-F1-model_v6,0.129,272,0.845,0.688,3.787e-05,141,Q9LU49
rank0056_ca6_proteinbinders_4746_A,AF-Q8P6F2-F1-model_v6,0.133,293,0.91,0.595,7.754e-05,141,Q8P6F2
rank0056_ca6_proteinbinders_4746_A,AF-Q5E689-F1-model_v6,0.102,340,0.913,0.756,4.009e-06,141,Q5E689
rank0056_ca6_proteinbinders_4746_A,AF-Q5A7S5-F1-model_v6,0.097,320,0.994,0.263,1.203e-05,141,Q5A7S5
rank0056_ca6_proteinbinders_4746_A,AF-Q0WPK3-F1-model_v6,0.109,300,0.932,0.662,1.94e-05,140,Q0WPK3
rank0056_ca6_proteinbinders_4746_A,AF-Q8GYD7-F1-model_v6,0.106,297,0.922,0.651,2.463e-05,140,Q8GYD7
rank0056_ca6_proteinbinders_4746_A,AF-Q48FD0-F1-model_v6,0.089,258,0.795,0.596,2.135e-05,140,Q48FD0
rank0056_ca6_proteinbinders_4746_A,AF-Q0BNJ4-F1-model_v6,0.111,279,0.866,0.614,5.822e-05,139,Q0BNJ4
rank0056_ca6_proteinbinders_4746_A,AF-C3LND9-F1-model_v6,0.105,345,0.91,0.767,2.608e-06,139,C3LND9
rank0056_ca6_proteinbinders_4746_A,AF-A5F753-F1-model_v6,0.105,345,0.91,0.767,3.01e-06,139,A5F753
rank0056_ca6_proteinbinders_4746_A,AF-Q95ND4-F1-model_v6,0.084,274,0.851,0.205,7.392e-05,139,Q95ND4
rank0056_ca6_proteinbinders_4746_A,AF-Q6F985-F1-model_v6,0.137,238,0.724,0.56,1.94e-05,138,Q6F985
rank0056_ca6_proteinbinders_4746_A,AF-Q2INP9-F1-model_v6,0.135,264,0.82,0.502,9.847e-05,138,Q2INP9
rank0056_ca6_proteinbinders_4746_A,AF-Q2A580-F1-model_v6,0.115,279,0.866,0.614,6.719e-05,138,Q2A580
rank0056_ca6_proteinbinders_4746_A,AF-Q5NGJ7-F1-model_v6,0.111,279,0.866,0.608,7.754e-05,138,Q5NGJ7
rank0056_ca6_proteinbinders_4746_A,AF-Q6LP47-F1-model_v6,0.107,344,0.91,0.766,2.608e-06,138,Q6LP47
rank0056_ca6_proteinbinders_4746_A,AF-A6VQ96-F1-model_v6,0.095,295,0.916,0.588,9.387e-05,137,A6VQ96
rank0056_ca6_proteinbinders_4746_A,AF-Q83F59-F1-model_v6,0.115,294,0.913,0.584,5.822e-05,137,Q83F59
rank0056_ca6_proteinbinders_4746_A,AF-Q12PE6-F1-model_v6,0.125,237,0.724,0.536,3.281e-05,137,Q12PE6
rank0056_ca6_proteinbinders_4746_A,AF-Q09786-F1-model_v6,0.101,316,0.981,0.589,4.809e-05,137,Q09786
rank0056_ca6_proteinbinders_4746_A,AF-A3MZ21-F1-model_v6,0.112,293,0.91,0.592,7.048e-05,136,A3MZ21
rank0056_ca6_proteinbinders_4746_A,AF-Q0I1N1-F1-model_v6,0.104,295,0.916,0.585,9.387e-05,136,Q0I1N1
rank0056_ca6_proteinbinders_4746_A,AF-Q9KR11-F1-model_v6,0.105,345,0.91,0.767,4.009e-06,136,Q9KR11
rank0056_ca6_proteinbinders_4746_A,AF-B5FD05-F1-model_v6,0.107,340,0.913,0.756,7.461e-06,136,B5FD05
rank0056_ca6_proteinbinders_4746_A,AF-P01133-2-F1-model_v6,0.098,281,0.873,0.221,2.982e-05,136,P01133-2
rank0056_ca6_proteinbinders_4746_A,AF-Q9C701-F1-model_v6,0.116,309,0.96,0.903,6.781e-06,135,Q9C701
rank0056_ca6_proteinbinders_4746_A,AF-Q54NA2-F1-model_v6,0.109,288,0.894,0.632,9.387e-05,135,Q54NA2
rank0056_ca6_proteinbinders_4746_A,AF-C5BEL8-F1-model_v6,0.114,256,0.795,0.591,6.719e-05,135,C5BEL8
rank0056_ca6_proteinbinders_4746_A,AF-Q87CZ5-F1-model_v6,0.124,293,0.91,0.595,9.847e-05,135,Q87CZ5
rank0056_ca6_proteinbinders_4746_A,AF-A0KY89-F1-model_v6,0.109,254,0.789,0.57,2.843e-05,135,A0KY89
rank0056_ca6_proteinbinders_4746_A,AF-Q15572-F1-model_v6,0.092,393,0.969,0.452,4.167e-05,134,Q15572
rank0056_ca6_proteinbinders_4746_A,AF-Q9C627-F1-model_v6,0.119,280,0.87,0.67,3.61e-05,133,Q9C627
rank0056_ca6_proteinbinders_4746_A,AF-P0C2G5-F1-model_v6,0.118,247,0.767,0.599,5.822e-05,133,P0C2G5
rank0056_ca6_proteinbinders_4746_A,AF-Q4ZWK6-F1-model_v6,0.081,258,0.795,0.596,1.147e-05,133,Q4ZWK6
rank0056_ca6_proteinbinders_4746_A,AF-Q9W2E7-F1-model_v6,0.074,320,0.963,0.925,1.849e-05,132,Q9W2E7
rank0056_ca6_proteinbinders_4746_A,AF-Q7P1V3-F1-model_v6,0.117,255,0.792,0.584,1.389e-05,132,Q7P1V3
rank0056_ca6_proteinbinders_4746_A,AF-Q8EDJ8-F1-model_v6,0.119,254,0.789,0.57,2.239e-05,132,Q8EDJ8
rank0056_ca6_proteinbinders_4746_A,AF-Q4K7E4-F1-model_v6,0.088,258,0.795,0.596,1.528e-05,131,Q4K7E4
rank0056_ca6_proteinbinders_4746_A,AF-A1S7D5-F1-model_v6,0.122,237,0.724,0.537,6.107e-05,131,A1S7D5
rank0056_ca6_proteinbinders_4746_A,AF-Q96KV7-F1-model_v6,0.109,447,0.991,0.256,3.644e-06,131,Q96KV7
rank0056_ca6_proteinbinders_4746_A,AF-A1RKP4-F1-model_v6,0.117,237,0.724,0.536,3.972e-05,130,A1RKP4
rank0056_ca6_proteinbinders_4746_A,AF-Q0HTY0-F1-model_v6,0.108,254,0.789,0.57,5.822e-05,130,Q0HTY0
rank0056_ca6_proteinbinders_4746_A,AF-Q9MAG5-F1-model_v6,0.143,277,0.86,0.681,2.71e-05,129,Q9MAG5
rank0056_ca6_proteinbinders_4746_A,AF-C3JYS2-F1-model_v6,0.092,258,0.795,0.596,2.463e-05,129,C3JYS2
rank0056_ca6_proteinbinders_4746_A,AF-A5UGQ1-F1-model_v6,0.118,256,0.795,0.578,4.585e-05,128,A5UGQ1
rank0056_ca6_proteinbinders_4746_A,AF-A1VNY1-F1-model_v6,0.138,254,0.789,0.578,5.291e-05,128,A1VNY1
rank0056_ca6_proteinbinders_4746_A,AF-A6WM46-F1-model_v6,0.114,237,0.724,0.536,5.822e-05,127,A6WM46
rank0056_ca6_proteinbinders_4746_A,AF-Q9FI70-2-F1-model_v6,0.125,256,0.795,0.744,5.291e-05,126,Q9FI70-2
rank0056_ca6_proteinbinders_4746_A,AF-P44677-F1-model_v6,0.118,256,0.795,0.578,7.754e-05,125,P44677
rank0056_ca6_proteinbinders_4746_A,AF-Q8Y1F5-F1-model_v6,0.091,341,0.925,0.789,4.809e-05,125,Q8Y1F5
rank0056_ca6_proteinbinders_4746_A,AF-Q6MRB2-F1-model_v6,0.129,319,0.913,0.692,1.456e-05,125,Q6MRB2
rank0056_ca6_proteinbinders_4746_A,AF-E9PSL7-3-F1-model_v6,0.082,319,0.978,0.154,2.843e-05,125,E9PSL7-3
rank0056_ca6_proteinbinders_4746_A,AF-A9KY50-F1-model_v6,0.11,237,0.724,0.536,8.949e-05,123,A9KY50
rank0056_ca6_proteinbinders_4746_A,AF-Q4WJR4-F1-model_v6,0.136,337,0.919,0.671,6.719e-05,123,Q4WJR4
rank0056_ca6_proteinbinders_4746_A,AF-P90587-F1-model_v6,0.112,474,0.96,0.789,7.899e-07,122,P90587
rank0056_ca6_proteinbinders_4746_A,AF-P96086-F1-model_v6,0.141,296,0.829,0.276,4.167e-05,121,P96086
rank0056_ca6_proteinbinders_4746_A,AF-Q0AC40-F1-model_v6,0.12,307,0.891,0.717,8.134e-05,120,Q0AC40
rank0056_ca6_proteinbinders_4746_A,AF-Q3SP21-F1-model_v6,0.1,301,0.873,0.669,8.949e-05,120,Q3SP21
rank0056_ca6_proteinbinders_4746_A,AF-P71003-F1-model_v6,0.118,314,0.91,0.696,1.94e-05,120,P71003
rank0056_ca6_proteinbinders_4746_A,AF-Q6ZPG2-2-F1-model_v6,0.116,444,0.941,0.581,6.781e-06,120,Q6ZPG2-2
rank0056_ca6_proteinbinders_4746_A,AF-O75530-3-F1-model_v6,0.118,289,0.898,0.72,8.532e-05,118,O75530-3
rank0056_ca6_proteinbinders_4746_A,AF-B0XNT4-F1-model_v6,0.136,337,0.919,0.671,8.532e-05,116,B0XNT4
rank0056_ca6_proteinbinders_4746_A,AF-O14578-4-F1-model_v6,0.081,316,0.975,0.153,5.291e-05,116,O14578-4
rank0056_ca6_proteinbinders_4746_A,AF-Q9VU68-2-F1-model_v6,0.101,436,0.972,0.722,6.525e-07,115,Q9VU68-2
rank0056_ca6_proteinbinders_4746_A,AF-Q9I9H8-F1-model_v6,0.106,348,0.876,0.276,3.61e-05,115,Q9I9H8
